m/z	intensity
826.083724	198.745
826.100807	185.412
826.117891	189.412
826.134974	205.725
826.152058	222.353
826.169142	245.255
826.186226	267.608
826.20331	266.824
826.220395	270.902
826.237479	275.529
826.254564	305.255
826.271649	342.745
826.288734	383.216
826.30582	407.373
826.322905	430.431
826.339991	460.784
826.357077	510.039
826.374163	566.588
826.391249	623.843
826.408335	659.294
826.425422	701.961
826.442509	741.882
826.459596	758.51
826.476683	771.686
826.49377	799.216
826.510857	821.49
826.527945	853.647
826.545033	884.628
826.562121	905.961
826.579209	932
826.596297	930.039
826.613386	875.294
826.630475	778.667
826.647563	666.431
826.664652	563.843
826.681742	489.333
826.698831	431.216
826.715921	380.941
826.73301	339.686
826.7501	306.196
826.76719	281.961
826.784281	260.627
826.801371	239.059
826.818462	240.157
826.835553	245.725
826.852644	240.471
826.869735	227.137
826.886826	222.51
826.903918	204.941
826.921009	186.431
826.938101	176.941
826.955193	174.824
826.972285	181.333
826.989378	178.118
827.00647	178.431
827.023563	168
827.040656	156.549
827.057749	157.647
827.074842	162.667
827.091936	156.314
827.109029	157.02
827.126123	164.314
827.143217	191.216
827.160311	205.569
827.177406	205.02
827.1945	210.039
827.211595	227.137
827.22869	241.255
827.245785	273.569
827.26288	318.588
827.279976	352.706
827.297071	371.373
827.314167	398.745
827.331263	436.863
827.348359	473.725
827.365455	519.686
827.382552	570.824
827.399648	607.608
827.416745	628.628
827.433842	647.137
827.450939	668.471
827.468037	707.843
827.485134	750.98
827.502232	782.824
827.51933	818.275
827.536428	843.686
827.553526	874.745
827.570624	900.706
827.587723	885.02
827.604822	838.745
827.621921	784.706
827.63902	694.667
827.656119	586.118
827.673218	485.647
827.690318	413.647
827.707418	358.039
827.724518	320.157
827.741618	282.196
827.758718	257.412
827.775819	254.275
827.79292	252.627
827.81002	233.49
827.827122	222.118
827.844223	221.412
827.861324	206.039
827.878426	182.353
827.895527	178.196
827.912629	172.784
827.929732	169.804
827.946834	159.843
827.963936	159.922
827.981039	164.549
827.998142	166.745
828.015245	160.471
828.032348	164.627
828.049451	165.647
828.066555	166.275
828.083658	164.157
828.100762	166.667
828.117866	169.333
828.134971	170.353
828.152075	173.02
828.16918	179.373
828.186284	198.745
828.203389	235.608
828.220494	260.392
828.2376	264.471
828.254705	268.941
828.271811	299.686
828.288917	347.843
828.306023	402.118
828.323129	443.843
828.340235	490.196
828.357342	534.118
828.374448	574.745
828.391555	603.608
828.408662	632.549
828.42577	663.294
828.442877	685.569
828.459985	685.961
828.477092	711.686
828.4942	780.706
828.511308	827.529
828.528417	843.373
828.545525	861.49
828.562634	877.02
828.579743	863.137
828.596852	800.314
828.613961	718.353
828.63107	633.569
828.64818	563.216
828.665289	506.745
828.682399	456.706
828.699509	406.431
828.71662	364.941
828.73373	318.588
828.750841	279.843
828.767951	245.333
828.785062	237.255
828.802173	223.137
828.819285	218.039
828.836396	212.392
828.853508	196.784
828.87062	173.176
828.887732	176.471
828.904844	173.961
828.921956	162.196
828.939069	156.784
828.956181	166.824
828.973294	165.804
828.990407	162.824
829.007521	170.745
829.024634	185.176
829.041748	175.137
829.058861	153.882
829.075975	144.157
829.09309	155.608
829.110204	157.49
829.127318	168.941
829.144433	183.373
829.161548	193.49
829.178663	201.804
829.195778	218.431
829.212893	243.686
829.230009	270.431
829.247125	302.745
829.26424	335.529
829.281357	372.392
829.298473	415.059
829.315589	456.627
829.332706	503.216
829.349823	553.882
829.36694	621.647
829.384057	693.569
829.401174	731.059
829.418291	720.549
829.435409	715.922
829.452527	727.765
829.469645	734.588
829.486763	727.608
829.503881	758.275
829.521	808.314
829.538119	870.196
829.555238	896.314
829.572357	907.686
829.589476	872.941
829.606595	811.137
829.623715	715.765
829.640835	615.294
829.657955	524.157
829.675075	460.627
829.692195	406.118
829.709316	364.784
829.726436	318.353
829.743557	282.275
829.760678	253.098
829.777799	238.745
829.794921	213.255
829.812042	210.431
829.829164	201.49
829.846286	184.314
829.863408	166.588
829.88053	164.941
829.897653	161.647
829.914775	152.784
829.931898	148.784
829.949021	154.824
829.966144	154.667
829.983267	148.627
830.000391	142.824
830.017514	153.098
830.034638	153.098
830.051762	164.549
830.068887	170.039
830.086011	184.706
830.103135	186.275
830.12026	190.745
830.137385	186.588
830.15451	181.255
830.171635	173.412
830.188761	191.373
830.205886	215.059
830.223012	234.902
830.240138	265.333
830.257264	311.216
830.274391	353.804
830.291517	388.314
830.308644	404
830.325771	430.667
830.342898	471.765
830.360025	532.627
830.377152	582.196
830.39428	647.686
830.411407	694.51
830.428535	699.686
830.445663	685.961
830.462792	696.392
830.47992	741.726
830.497049	859.059
830.514178	1021.18
830.531307	1154.75
830.548436	1200.47
830.565565	1165.96
830.582694	1067.61
830.599824	921.882
830.616954	755.529
830.634084	629.961
830.651214	535.765
830.668345	491.216
830.685475	458.275
830.702606	417.412
830.719737	371.922
830.736868	343.529
830.753999	321.804
830.771131	294.431
830.788262	258.353
830.805394	222.51
830.822526	207.373
830.839658	212.471
830.85679	210.824
830.873923	198.51
830.891056	186.588
830.908188	182.98
830.925321	169.882
830.942455	159.294
830.959588	160.235
830.976722	168.471
830.993855	177.569
831.010989	189.176
831.028123	197.255
831.045258	198.353
831.062392	196
831.079527	191.922
831.096661	172.941
831.113796	158.902
831.130931	160.784
831.148067	164.392
831.165202	170.588
831.182338	181.961
831.199474	203.059
831.21661	223.686
831.233746	234.588
831.250882	252.941
831.268019	279.529
831.285156	325.804
831.302293	369.804
831.31943	416.941
831.336567	469.725
831.353704	519.843
831.370842	548.549
831.38798	593.255
831.405118	634.98
831.422256	647.373
831.439394	641.726
831.456533	645.647
831.473671	655.686
831.49081	705.804
831.507949	769.882
831.525089	845.569
831.542228	884.863
831.559368	905.569
831.576507	908.628
831.593647	886.902
831.610787	786.745
831.627928	656.471
831.645068	534.98
831.662209	452.706
831.679349	384.235
831.69649	358.431
831.713632	341.961
831.730773	317.02
831.747914	281.804
831.765056	268.392
831.782198	243.608
831.79934	224.471
831.816482	210.745
831.833625	214.667
831.850767	216.392
831.86791	201.255
831.885053	178.667
831.902196	165.961
831.919339	169.882
831.936483	170.588
831.953626	160.157
831.97077	155.451
831.987914	150.902
832.005058	157.02
832.022202	169.725
832.039347	175.294
832.056492	173.569
832.073637	161.725
832.090782	159.529
832.107927	155.686
832.125072	150.353
832.142218	154.667
832.159363	170.902
832.176509	193.49
832.193655	205.961
832.210802	216.392
832.227948	229.961
832.245095	253.882
832.262242	280.549
832.279389	301.49
832.296536	321.725
832.313683	376.706
832.330831	425.02
832.347978	462.118
832.365126	510.745
832.382274	576.157
832.399422	639.608
832.416571	656.941
832.433719	639.216
832.450868	635.294
832.468017	662.745
832.485166	733.255
832.502315	853.726
832.519465	1028.24
832.536615	1235.53
832.553764	1407.45
832.570914	1426.04
832.588064	1286.59
832.605215	1063.84
832.622365	864.314
832.639516	707.529
832.656667	577.412
832.673818	512.863
832.690969	472.392
832.708121	423.686
832.725272	382.98
832.742424	371.765
832.759576	366.353
832.776728	323.529
832.79388	276.549
832.811033	255.529
832.828185	256.784
832.845338	261.725
832.862491	240.078
832.879644	210.431
832.896798	202.824
832.913951	191.216
832.931105	169.569
832.948259	165.961
832.965413	176.235
832.982567	188.392
832.999721	190.118
833.016876	210.745
833.034031	242.039
833.051186	240.549
833.068341	211.686
833.085496	201.02
833.102651	195.137
833.119807	179.137
833.136963	170.039
833.154119	176.549
833.171275	194.118
833.188431	216.392
833.205588	226.118
833.222745	243.765
833.239902	264.392
833.257059	276.157
833.274216	300.078
833.291373	359.294
833.308531	406.039
833.325689	427.451
833.342846	464.392
833.360005	517.647
833.377163	574.98
833.394321	612.863
833.41148	641.412
833.428639	664.078
833.445798	685.804
833.462957	670.98
833.480116	669.412
833.497276	726.667
833.514436	877.255
833.531595	1048.71
833.548755	1183.22
833.565916	1257.73
833.583076	1281.96
833.600237	1215.53
833.617397	1061.1
833.634558	865.569
833.651719	695.608
833.668881	555.765
833.686042	471.843
833.703204	447.137
833.720366	433.804
833.737528	400.157
833.75469	366.275
833.771852	340.235
833.789015	348.314
833.806177	331.059
833.82334	294.902
833.840503	272.627
833.857667	268.157
833.87483	259.765
833.891994	253.49
833.909157	250.275
833.926321	249.882
833.943485	240.627
833.96065	232.549
833.977814	240.549
833.994979	258.039
834.012144	264.235
834.029309	274.745
834.046474	273.961
834.063639	263.451
834.080805	248.549
834.09797	256.157
834.115136	273.569
834.132302	290.98
834.149469	306.039
834.166635	314.118
834.183802	309.647
834.200968	311.373
834.218135	338.902
834.235302	372.627
834.25247	412.706
834.269637	491.922
834.286805	574.588
834.303973	654.353
834.321141	733.098
834.338309	784.706
834.355477	840.784
834.372646	950.588
834.389814	1056.08
834.406983	1145.8
834.424152	1225.65
834.441322	1271.29
834.458491	1261.18
834.475661	1266.35
834.49283	1400.31
834.51	1749.26
834.52717	2302.9
834.544341	2906.12
834.561511	3281.73
834.578682	3359.61
834.595853	3173.1
834.613024	2739.84
834.630195	2124.47
834.647366	1525.33
834.664538	1120.78
834.68171	919.059
834.698881	835.059
834.716053	784.078
834.733226	739.686
834.750398	703.059
834.767571	680.078
834.784744	653.177
834.801916	615.216
834.81909	563.765
834.836263	515.294
834.853436	470.98
834.87061	426.196
834.887784	376.549
834.904958	342.51
834.922132	337.176
834.939306	340.627
834.956481	321.804
834.973656	300.314
834.990831	314.902
835.008006	352.784
835.025181	382.902
835.042356	391.137
835.059532	375.373
835.076708	338.98
835.093884	316
835.11106	305.412
835.128236	300.314
835.145413	301.804
835.162589	316.471
835.179766	345.804
835.196943	379.216
835.21412	390.196
835.231298	406.353
835.248475	451.137
835.265653	517.49
835.282831	572.941
835.300009	646.275
835.317187	724.314
835.334366	781.02
835.351544	836.078
835.368723	922.745
835.385902	1019.61
835.403081	1111.45
835.42026	1189.18
835.43744	1239.53
835.454619	1236.78
835.471799	1217.1
835.488979	1247.69
835.506159	1400.55
835.52334	1693.65
835.54052	2071.69
835.557701	2398.04
835.574882	2571.84
835.592063	2515.92
835.609244	2249.49
835.626426	1800.16
835.643607	1335.29
835.660789	1000.16
835.677971	829.02
835.695153	752.157
835.712336	714.98
835.729518	662.98
835.746701	607.686
835.763884	543.765
835.781067	501.961
835.79825	483.216
835.815433	475.451
835.832617	434.353
835.8498	383.922
835.866984	355.529
835.884168	347.294
835.901353	329.02
835.918537	317.255
835.935722	305.098
835.952906	301.333
835.970091	291.451
835.987277	272.392
836.004462	250.196
836.021647	261.804
836.038833	287.608
836.056019	299.529
836.073205	290.588
836.090391	266.275
836.107577	251.843
836.124764	264.863
836.141951	284.863
836.159138	289.02
836.176325	278.275
836.193512	292.078
836.210699	322.588
836.227887	345.02
836.245075	350.039
836.262263	373.49
836.279451	412.392
836.296639	445.333
836.313828	481.412
836.331016	532
836.348205	596.863
836.365394	695.216
836.382584	773.098
836.399773	841.569
836.416962	923.608
836.434152	986.745
836.451342	964.392
836.468532	928.471
836.485722	952.941
836.502913	1058.75
836.520103	1225.26
836.537294	1446.12
836.554485	1622.35
836.571676	1692.86
836.588868	1657.8
836.606059	1584.78
836.623251	1383.84
836.640443	1076.47
836.657635	783.922
836.674827	616.471
836.692019	560.863
836.709212	552.235
836.726405	537.412
836.743598	515.843
836.760791	492.235
836.777984	487.373
836.795177	473.961
836.812371	438.745
836.829565	387.294
836.846759	351.216
836.863953	309.176
836.881147	280
836.898342	257.882
836.915536	239.608
836.932731	228.549
836.949926	223.922
836.967121	223.059
836.984317	233.02
837.001512	228.471
837.018708	209.255
837.035904	195.765
837.0531	205.412
837.070296	216.392
837.087493	216.314
837.104689	217.961
837.121886	219.686
837.139083	208.392
837.15628	201.098
837.173478	202.196
837.190675	221.961
837.207873	256.471
837.225071	279.294
837.242269	294.196
837.259467	316.784
837.276665	338.039
837.293864	354.98
837.311063	393.882
837.328262	457.412
837.345461	512.078
837.36266	567.059
837.379859	620.549
837.397059	667.137
837.414259	698.745
837.431459	736.784
837.448659	776.863
837.465859	820.157
837.48306	856.628
837.500261	904.549
837.517461	980.157
837.534662	1086.9
837.551864	1168.55
837.569065	1175.06
837.586267	1123.92
837.603468	1044.47
837.62067	923.294
837.637872	745.098
837.655075	556.078
837.672277	445.961
837.68948	412.078
837.706682	416.549
837.723885	423.765
837.741089	417.49
837.758292	379.529
837.775495	343.059
837.792699	327.529
837.809903	315.451
837.827107	306.98
837.844311	291.451
837.861516	268.941
837.87872	243.294
837.895925	217.882
837.91313	198.431
837.930335	188.706
837.94754	193.255
837.964746	193.49
837.981951	192.784
837.999157	179.686
838.016363	173.49
838.033569	177.647
838.050776	183.451
838.067982	184.157
838.085189	176.157
838.102396	170.353
838.119603	182.196
838.13681	192.706
838.154017	205.02
838.171225	214.118
838.188433	223.922
838.205641	220.157
838.222849	223.529
838.240057	234.745
838.257265	257.098
838.274474	286.588
838.291683	333.647
838.308892	386.353
838.326101	428.157
838.34331	465.569
838.36052	511.922
838.37773	550.431
838.394939	578.196
838.41215	620.471
838.42936	667.137
838.44657	675.059
838.463781	693.177
838.480991	721.333
838.498202	765.882
838.515414	819.843
838.532625	914.353
838.549836	1020.55
838.567048	1141.96
838.58426	1267.06
838.601472	1341.41
838.618684	1273.88
838.635896	1096.78
838.653109	875.216
838.670321	678.353
838.687534	525.726
